Year,Name,Rank,Gender
1992,Marilyn,382,F
1992,Rodolfo,383,M
1992,Marisol,383,F
1992,Jarrod,384,M
1992,Tania,384,F
1992,Allan,385,M
1992,Celeste,385,F
1992,Emilio,386,M
1992,Alana,386,F
1992,Rudy,387,M
1992,Tanisha,387,F
1992,Leon,388,M
1992,Frances,388,F
1992,Esteban,389,M
1992,Valeria,389,F
1992,Myles,390,M
1992,India,390,F
1992,Ashton,391,M
1992,Shayna,391,F
1992,Beau,392,M
1992,Johanna,392,F
1992,Corbin,393,M
1992,Chanel,393,F
1992,Ray,394,M
1992,Corinne,394,F
1992,Malik,395,M
1992,Jane,395,F
1992,Clint,396,M
1992,Arianna,396,F
1992,Devan,397,M
1992,Jill,397,F
1992,Kameron,398,M
1992,Kierra,398,F
1992,Elliott,399,M
1992,Alyson,399,F
1992,Sam,400,M
1992,Lori,400,F
1992,Graham,401,M
1992,Sheila,401,F
1992,Joey,402,M
1992,Kiana,402,F
1992,Alfred,403,M
1992,Esmeralda,403,F
1992,Elliot,404,M
1992,Kali,404,F
1992,Jordon,405,M
1992,Chantel,405,F
1992,Coty,406,M
1992,Meaghan,406,F
1992,Cedric,407,M
1992,Kayleigh,407,F
1992,Harley,408,M
1992,Simone,408,F
1992,Chandler,409,M
1992,Carley,409,F
1992,Dane,410,M
1992,Ciera,410,F
1992,Mackenzie,411,M
1992,Joy,411,F
1992,Braden,412,M
1992,Carol,412,F
1992,Lewis,413,M
1992,Dawn,413,F
1992,Felipe,414,M
1992,Diane,414,F
1992,Clifford,415,M
1992,Maribel,415,F
1992,Rashad,416,M
1992,Tayler,416,F
1992,Kelly,417,M
1992,Elaine,417,F
1992,Bernard,418,M
1992,Shaina,418,F
1992,Darnell,419,M
1992,Blanca,419,F
1992,Alfonso,420,M
1992,Shaniqua,420,F
1992,Donte,421,M
1992,Sadie,421,F
1992,Tylor,422,M
1992,Yolanda,422,F
1992,Gilberto,423,M
1992,Shana,423,F
1992,Moises,424,M
1992,Lacy,424,F
1992,Drake,425,M
1992,Nadia,425,F
1992,Shaquille,426,M
1992,Josephine,426,F
1992,Stuart,427,M
1992,Maritza,427,F
1992,Tre,428,M
1992,Kaila,428,F
1992,Clarence,429,M
1992,Kira,429,F
1992,Kirk,430,M
1992,Irene,430,F
1992,Roderick,431,M
1992,Roxanne,431,F
1992,Wilson,432,M
1992,Latoya,432,F
1992,Brenden,433,M
1992,Macy,433,F
1992,Noel,434,M
1992,Iesha,434,F
1992,Rogelio,435,M
1992,Kaleigh,435,F
1992,Stephan,436,M
1992,Alaina,436,F
1992,Kenny,437,M
1992,Kelsi,437,F
1992,Blaine,438,M
1992,Kyra,438,F
1992,Jarred,439,M
1992,Cristal,439,F
1992,Sterling,440,M
1992,Logan,440,F
1992,Ralph,441,M
1992,Juliana,441,F
1992,Garret,442,M
1992,Precious,442,F
1992,Tucker,443,M
1992,Breana,443,F
1992,Deshawn,444,M
1992,Kourtney,444,F
1992,Lamar,445,M
1992,Rochelle,445,F
1992,Antoine,446,M
1992,Suzanne,446,F
1992,Jarrett,447,M
1992,Tiffani,447,F
1992,Kristian,448,M
1992,Iris,448,F
1992,Davon,449,M
1992,Bonnie,449,F
1992,Quinn,450,M
1992,Julianne,450,F
1992,Carter,451,M
1992,Kaitlynn,451,F
1992,Charlie,452,M
1992,Noelle,452,F
1992,Julius,453,M
1992,Stephany,453,F
1992,Keegan,454,M
1992,Anita,454,F
1992,Reid,455,M
1992,Lyndsey,455,F
1992,Ramiro,456,M
1992,Tonya,456,F
1992,Lukas,457,M
1992,Elisa,457,F
1992,Earl,458,M
1992,Savanna,458,F
1992,Barry,459,M
1992,Kiera,459,F
1992,Kurtis,460,M
1992,Shauna,460,F
1992,Avery,461,M
1992,Latasha,461,F
1992,Brad,462,M
1992,Sandy,462,F
1992,Skylar,463,M
1992,Margarita,463,F
1992,Leo,464,M
1992,Paris,464,F
1992,Shannon,465,M
1992,Tess,465,F
1992,Bret,466,M
1992,Kailey,466,F
1992,Howard,467,M
1992,Judith,467,F
1992,Rodrigo,468,M
1992,Madeleine,468,F
1992,Demarcus,469,M
1992,Clara,469,F
1992,Kory,470,M
1992,Kaley,470,F
1992,Chris,471,M
1992,Lily,471,F
1992,Ariel,472,M
1992,Mariela,472,F
1992,Shelby,473,M
1992,Nora,473,F
1992,Dexter,474,M
1992,Carina,474,F
1992,Marlon,475,M
1992,Bryanna,475,F
1992,Owen,476,M
1992,Antoinette,476,F
1992,Ali,477,M
1992,Desirae,477,F
1992,Nikolas,478,M
1992,Lucy,478,F
1992,Tyree,479,M
1992,Moriah,479,F
1992,Carlton,480,M
1992,Shelbi,480,F
1992,Jakob,481,M
1992,Kristie,481,F
1992,Terence,482,M
1992,Alysha,482,F
1992,Clay,483,M
1992,Daniella,483,F
1992,Tomas,484,M
1992,Dorothy,484,F
1992,Jaron,485,M
1992,Sophie,485,F
1992,Derick,486,M
1992,Breanne,486,F
1992,Kyler,487,M
1992,Isabella,487,F
1992,Daryl,488,M
1992,Leanna,488,F
1992,Courtney,489,M
1992,Beatriz,489,F
1992,Jarvis,490,M
1992,Paola,490,F
1992,Davonte,491,M
1992,Serena,491,F
1992,Jayson,492,M
1992,Jalisa,492,F
1992,Jamar,493,M
1992,Maranda,493,F
1992,Leroy,494,M
1992,Talia,494,F
1992,Dwight,495,M
1992,Sally,495,F
1992,Mauricio,496,M
1992,Casandra,496,F
1992,Nathanael,497,M
1992,Kerri,497,F
1992,Adan,498,M
1992,Janae,498,F
1992,Javon,499,M
1992,Mollie,499,F
1992,Rolando,500,M
1992,Charity,500,F
1992,Kasey,501,M
1992,Emilee,501,F
1992,Dimitri,502,M
1992,Alanna,502,F
1992,Gordon,503,M
1992,Latisha,503,F
1992,Norman,504,M
1992,Kacie,504,F
1992,Quincy,505,M
1992,Ashlie,505,F
1992,Alonzo,506,M
1992,Charlene,506,F
1992,Fredrick,507,M
1992,Lena,507,F
1992,Neal,508,M
1992,Alexandrea,508,F
1992,Raheem,509,M
1992,Kathy,509,F
1992,Bryson,510,M
1992,Kenya,510,F
1992,Chaz,511,M
1992,Keri,511,F
1992,Isiah,512,M
1992,Shanna,512,F
1992,Davis,513,M
1992,Alisa,513,F
1992,Markus,514,M
1992,Janice,514,F
1992,Trevon,515,M
1992,Beth,515,F
1992,Nigel,516,M
1992,Keisha,516,F
1992,Santiago,517,M
1992,Norma,517,F
1992,Sidney,518,M
1992,Christie,518,F
1992,Perry,519,M
1992,Katy,519,F
1992,Humberto,520,M
1992,Kelsea,520,F
1992,Efrain,521,M
1992,Genevieve,521,F
1992,Keaton,522,M
1992,Alexia,522,F
1992,Deonte,523,M
1992,Araceli,523,F
1992,Dorian,524,M
1992,Blair,524,F
1992,Freddy,525,M
1992,Harley,525,F
1992,Glen,526,M
1992,Stacie,526,F
1992,Deon,527,M
1992,Shelbie,527,F
1992,Dion,528,M
1992,Sofia,528,F
1992,Kent,529,M
1992,Rocio,529,F
1992,Reed,530,M
1992,Shirley,530,F
1992,Korey,531,M
1992,Beverly,531,F
1992,Tyson,532,M
1992,Jodi,532,F
1992,Jean,533,M
1992,Cheryl,533,F
1992,Deangelo,534,M
1992,Tammy,534,F
1992,Roland,535,M
1992,Jacklyn,535,F
1992,Ben,536,M
1992,Shantel,536,F
1992,Noe,537,M
1992,Staci,537,F
1992,Clifton,538,M
1992,Mariana,538,F
1992,Dillion,539,M
1992,Joyce,539,F
1992,Lonnie,540,M
1992,Kerry,540,F
1992,Brenton,541,M
1992,Chandler,541,F
1992,Cornelius,542,M
1992,Juanita,542,F
1992,Irvin,543,M
1992,Avery,543,F
1992,Heath,544,M
1992,Viviana,544,F
1992,Mike,545,M
1992,Abbey,545,F
1992,Cooper,546,M
1992,Jena,546,F
1992,Darian,547,M
1992,Susana,547,F
1992,Kareem,548,M
1992,Annette,548,F
1992,Marquise,549,M
1992,Brittni,549,F
1992,Jace,550,M
1992,Imani,550,F
1992,Lamont,551,M
1992,Paulina,551,F
1992,Lloyd,552,M
1992,Brooklyn,552,F
1992,Dillan,553,M
1992,Destinee,553,F
1992,Shayne,554,M
1992,Edith,554,F
1992,Aron,555,M
1992,Riley,555,F
1992,Frankie,556,M
1992,Leigh,556,F
1992,Salvatore,557,M
1992,Haylee,557,F
1992,Marcel,558,M
1992,Karly,558,F
1992,Baby,559,M
1992,Kirstie,559,F
1992,Milton,560,M
1992,Lizbeth,560,F
1992,Griffin,561,M
1992,Allie,561,F
1992,Akeem,562,M
1992,Bridgette,562,F
1992,Duane,563,M
1992,Rosemary,563,F
1992,Rickey,564,M
1992,Makayla,564,F
1992,Infant,565,M
1992,Skylar,565,F
1992,Darrin,566,M
1992,Mikayla,566,F
1992,Kristofer,567,M
1992,Mindy,567,F
1992,Vernon,568,M
1992,Cayla,568,F
1992,Devonta,569,M
1992,Kiersten,569,F
1992,Leonel,570,M
1992,Leanne,570,F
1992,Colten,571,M
1992,Aisha,571,F
1992,Moses,572,M
1992,Karli,572,F
1992,Fred,573,M
1992,Connie,573,F
1992,Vicente,574,M
1992,Katarina,574,F
1992,Rick,575,M
1992,Madelyn,575,F
1992,Alvaro,576,M
1992,Perla,576,F
1992,Arnold,577,M
1992,Tianna,577,F
1992,Raphael,578,M
1992,Loren,578,F
1992,Ahmad,579,M
1992,Eileen,579,F
1992,Damion,580,M
1992,Kirstin,580,F
1992,Kadeem,581,M
1992,Corina,581,F
1992,Jamel,582,M
1992,Lucia,582,F
1992,Quintin,583,M
1992,Peyton,583,F
1992,Brice,584,M
1992,Julianna,584,F
1992,Jaquan,585,M
1992,Eleanor,585,F
1992,Dashawn,586,M
1992,Haleigh,586,F
1992,Herbert,587,M
1992,Noemi,587,F
1992,Mohammad,588,M
1992,Rita,588,F
1992,Uriel,589,M
1992,Mckenna,589,F
1992,Darrius,590,M
1992,Ashly,590,F
1992,Tracy,591,M
1992,Emilie,591,F
1992,Cortez,592,M
1992,Maureen,592,F
1992,Liam,593,M
1992,Sonya,593,F
1992,Everett,594,M
1992,Georgia,594,F
1992,Sawyer,595,M
1992,Kaylyn,595,F
1992,Robin,596,M
1992,Tracey,596,F
1992,Lane,597,M
1992,Octavia,597,F
1992,Nestor,598,M
1992,Hallie,598,F
1992,Rigoberto,599,M
1992,Stevie,599,F
1992,Cullen,600,M
1992,Brandie,600,F
1992,Darin,601,M
1992,Darlene,601,F
1992,Don,602,M
1992,Tabatha,602,F
1992,Pierre,603,M
1992,Makenzie,603,F
1992,Deven,604,M
1992,Ryan,604,F
1992,Daquan,605,M
1992,Carlie,605,F
1992,Reynaldo,606,M
1992,Kaylie,606,F
1992,Toby,607,M
1992,Selena,607,F
1992,Kerry,608,M
1992,Karlee,608,F
1992,Mitchel,609,M
1992,Laurel,609,F
1992,Antwan,610,M
1992,Britany,610,F
1992,Maximilian,611,M
1992,Brittanie,611,F
1992,Brody,612,M
1992,Yasmin,612,F
1992,Ignacio,613,M
1992,Mara,613,F
1992,Nico,614,M
1992,Silvia,614,F
1992,Guy,615,M
1992,Celina,615,F
1992,Darien,616,M
1992,Alexus,616,F
1992,Nathanial,617,M
1992,Alex,617,F
1992,Agustin,618,M
1992,Sidney,618,F
1992,Freddie,619,M
1992,Arlene,619,F
1992,Grayson,620,M
1992,Josie,620,F
1992,Winston,621,M
1992,Sheena,621,F
1992,Bo,622,M
1992,Gianna,622,F
1992,Clark,623,M
1992,Jackie,623,F
1992,Conrad,624,M
1992,Justina,624,F
1992,Paris,625,M
1992,Selina,625,F
1992,Rory,626,M
1992,Yadira,626,F
1992,Dana,627,M
1992,Fatima,627,F
1992,Bradford,628,M
1992,Jaimie,628,F
1992,Sammy,629,M
1992,Devan,629,F
1992,Gerard,630,M
1992,Deidre,630,F
1992,Joaquin,631,M
1992,Luz,631,F
1992,Johnnie,632,M
1992,Lea,632,F
1992,Aidan,633,M
1992,Jami,633,F
1992,Addison,634,M
1992,Katelin,634,F
1992,Jimmie,635,M
1992,Debra,635,F
1992,Ezekiel,636,M
1992,Demi,636,F
1992,Gino,637,M
1992,Kala,637,F
1992,Payton,638,M
1992,Lesley,638,F
1992,Austen,639,M
1992,Alina,639,F
1992,Brandyn,640,M
1992,Jennie,640,F
1992,Donnie,641,M
1992,Kristyn,641,F
1992,Duncan,642,M
1992,Lara,642,F
1992,Dylon,643,M
1992,Maegan,643,F
1992,Jovan,644,M
1992,Patrice,644,F
1992,Loren,645,M
1992,Mandy,645,F
1992,Solomon,646,M
1992,Dallas,646,F
1992,Irving,647,M
1992,Shelly,647,F
1992,Braxton,648,M
1992,Dulce,648,F
1992,Coleman,649,M
1992,Ivette,649,F
1992,Will,650,M
1992,Nikita,650,F
1992,Amir,651,M
1992,Sade,651,F
1992,Blair,652,M
1992,Angie,652,F
1992,Issac,653,M
1992,Antonia,653,F
1992,Jamison,654,M
1992,Constance,654,F
1992,Gene,655,M
1992,Celia,655,F
1992,Osvaldo,656,M
1992,Tricia,656,F
1992,Thaddeus,657,M
1992,Jana,657,F
1992,Brandan,658,M
1992,Judy,658,F
1992,Garth,659,M
1992,Lacie,659,F
1992,Khalil,660,M
1992,Traci,660,F
1992,Guadalupe,661,M
1992,Eliza,661,F
1992,Dewayne,662,M
1992,Kacey,662,F
1992,Stephon,663,M
1992,Shanae,663,F
1992,German,664,M
1992,Alysia,664,F
1992,Ladarius,665,M
1992,Hollie,665,F
1992,Jasper,666,M
1992,Racheal,666,F
1992,Arron,667,M
1992,Kori,667,F
1992,Lester,668,M
1992,Nathalie,668,F
1992,Travon,669,M
1992,Elyse,669,F
1992,Reuben,670,M
1992,Christen,670,F
1992,Bennett,671,M
1992,Joanne,671,F
1992,Brooks,672,M
1992,Jenifer,672,F
1992,Vance,673,M
1992,Jessika,673,F
1992,Dominque,674,M
1992,Krysta,674,F
1992,Rico,675,M
1992,Yasmine,675,F
1992,Ryne,676,M
1992,Rhiannon,676,F
1992,Adolfo,677,M
1992,Chelsi,677,F
1992,Mohammed,678,M
1992,Kaylin,678,F
1992,Stewart,679,M
1992,Clare,679,F
1992,Myron,680,M
1992,Aurora,680,F
1992,Codey,681,M
1992,Lizette,681,F
1992,Dandre,682,M
1992,Maricela,682,F
1992,Jamaal,683,M
1992,Gretchen,683,F
1992,Javonte,684,M
1992,Gwendolyn,684,F
1992,Estevan,685,M
1992,Janette,685,F
1992,Tate,686,M
1992,Alycia,686,F
1992,Elmer,687,M
1992,Cheyanne,687,F
1992,Jerrod,688,M
1992,Jayme,688,F
1992,Nick,689,M
1992,Skyler,689,F
1992,Rashawn,690,M
1992,Marisela,690,F
1992,Colt,691,M
1992,Maura,691,F
1992,Edgardo,692,M
1992,Brook,692,F
1992,Holden,693,M
1992,Jesse,693,F
1992,Jonah,694,M
1992,Cori,694,F
1992,Anton,695,M
1992,Gladys,695,F
1992,Leland,696,M
1992,Kasandra,696,F
1992,Jeff,697,M
1992,Eden,697,F
1992,Trever,698,M
1992,Cameron,698,F
1992,Herman,699,M
1992,Kristian,699,F
1992,Reece,700,M
1992,Kiley,700,F
1992,Jackie,701,M
1992,Lakeisha,701,F
1992,Leslie,702,M
1992,Adrian,702,F
1992,Zechariah,703,M
1992,Payton,703,F
1992,Donavan,704,M
1992,Darian,704,F
1992,Chadwick,705,M
1992,Nia,705,F
1992,Kolby,706,M
1992,Terri,706,F
1992,Bradly,707,M
1992,Delaney,707,F
1992,Devontae,708,M
1992,Ingrid,708,F
1992,Octavio,709,M
1992,Janie,709,F
1992,Jefferson,710,M
1992,Sherry,710,F
1992,Aubrey,711,M
1992,Rebeca,711,F
1992,Codie,712,M
1992,Audra,712,F
1992,Jairo,713,M
1992,Carli,713,F
1992,Zakary,714,M
1992,Yessenia,714,F
1992,Dan,715,M
1992,Carlee,715,F
1992,Tory,716,M
1992,Domonique,716,F
1992,Heriberto,717,M
1992,Jada,717,F
1992,Rex,718,M
1992,Katlin,718,F
1992,Jameson,719,M
1992,Chantal,719,F
1992,Aric,720,M
1992,Karlie,720,F
1992,Jaleel,721,M
1992,Betty,721,F
1992,Benny,722,M
1992,Estefania,722,F
1992,Donnell,723,M
1992,Skye,723,F
1992,Ahmed,724,M
1992,Elisha,724,F
1992,Chester,725,M
1992,Baby,725,F
1992,Pierce,726,M
1992,Hali,726,F
1992,Antwon,727,M
1992,Elissa,727,F
1992,Jacoby,728,M
1992,Melina,728,F
1992,Cyrus,729,M
1992,Dianna,729,F
1992,Erich,730,M
1992,Janessa,730,F
1992,Hakeem,731,M
1992,Christin,731,F
1992,Clyde,732,M
1992,Maira,732,F
1992,Gonzalo,733,M
1992,Janine,733,F
1992,Mohamed,734,M
1992,Anjelica,734,F
1992,Ervin,735,M
1992,Belinda,735,F
1992,Royce,736,M
1992,Breann,736,F
1992,Walker,737,M
1992,Christiana,737,F
1992,Jabari,738,M
1992,Kaci,738,F
1992,Benito,739,M
1992,Keely,739,F
1992,Floyd,740,M
1992,Deja,740,F
1992,Kirby,741,M
1992,Ivy,741,F
1992,Cecil,742,M
1992,Beatrice,742,F
1992,Jamil,743,M
1992,Lynn,743,F
1992,Jim,744,M
1992,Reyna,744,F
1992,Sage,745,M
1992,Shakira,745,F
1992,Gunnar,746,M
1992,Infant,746,F
1992,Houston,747,M
1992,Terra,747,F
1992,Lionel,748,M
1992,Liana,748,F
1992,Darion,749,M
1992,Marcella,749,F
1992,Elvis,750,M
1992,Lorraine,750,F
1992,Deion,751,M
1992,Alecia,751,F
1992,Rocky,752,M
1992,Dayna,752,F
1992,Santos,753,M
1992,Halie,753,F
1992,Sonny,754,M
1992,Lauryn,754,F
1992,Jarod,755,M
1992,Thalia,755,F
1992,Jessy,756,M
1992,Julissa,756,F
1992,Lyle,757,M
1992,Roxana,757,F
1992,Rhett,758,M
1992,Kalyn,758,F
1992,Ted,759,M
1992,Nadine,759,F
1992,Ulises,760,M
1992,Devyn,760,F
1992,Vaughn,761,M
1992,Myra,761,F
1992,Bronson,762,M
1992,Tiera,762,F
1992,Peyton,763,M
1992,Allyssa,763,F
1992,Wendell,764,M
1992,Bobbie,764,F
1992,Ellis,765,M
1992,Shea,765,F
1992,Malcom,766,M
1992,Elaina,766,F
1992,Cristopher,767,M
1992,Fabiola,767,F
1992,Scotty,768,M
1992,Laurie,768,F
1992,Alton,769,M
1992,Micah,769,F
1992,Bryon,770,M
1992,Rhonda,770,F
1992,Jerrell,771,M
1992,Ali,771,F
1992,Rakeem,772,M
1992,Danica,772,F
1992,Keon,773,M
1992,Mariel,773,F
1992,Demarco,774,M
1992,Ashely,774,F
1992,Josh,775,M
1992,Melisa,775,F
1992,Martez,776,M
1992,Shelley,776,F
1992,Brennen,777,M
1992,Brianda,777,F
1992,Demetri,778,M
1992,Chantelle,778,F
1992,Jade,779,M
1992,Lyndsay,779,F
1992,Junior,780,M
1992,Charmaine,780,F
1992,Madison,781,M
1992,Lucero,781,F
1992,Demario,782,M
1992,Alesha,782,F
1992,Isaias,783,M
1992,Ayla,783,F
1992,Malachi,784,M
1992,Abbie,784,F
1992,Shea,785,M
1992,Kathrine,785,F
1992,Wilfredo,786,M
1992,Krystle,786,F
1992,Ezequiel,787,M
1992,Heaven,787,F
1992,Randolph,788,M
1992,Michael,788,F
1992,Jamarcus,789,M
1992,Tamika,789,F
1992,Kegan,790,M
1992,Corey,790,F
1992,Amos,791,M
1992,Tiffanie,791,F
1992,Brayden,792,M
1992,Hailee,792,F
1992,Ezra,793,M
1992,Jaleesa,793,F
1992,Greg,794,M
1992,Rikki,794,F
1992,Sherman,795,M
1992,Aileen,795,F
1992,Erin,796,M
1992,Micaela,796,F
1992,Kellen,797,M
1992,Sarai,797,F
1992,Reese,798,M
1992,Karley,798,F
1992,Hans,799,M
1992,Mikaela,799,F
1992,Raymundo,800,M
1992,Joan,800,F
1992,Cruz,801,M
1992,Latifah,801,F
1992,Davante,802,M
1992,Stormy,802,F
1992,Emmett,803,M
1992,Athena,803,F
1992,Hernan,804,M
1992,Brielle,804,F
1992,Kelsey,805,M
1992,Jerrica,805,F
1992,Ashley,806,M
1992,Shanika,806,F
1992,Dyllan,807,M
1992,Alessandra,807,F
1992,Grady,808,M
1992,Cora,808,F
1992,Harvey,809,M
1992,Dina,809,F
1992,Garry,810,M
1992,Dominque,810,F
1992,Marquez,811,M
1992,Janay,811,F
1992,Misael,812,M
1992,Marlena,812,F
1992,Moshe,813,M
1992,Kia,813,F
1992,August,814,M
1992,Leann,814,F
1992,Dontae,815,M
1992,Jaqueline,815,F
1992,Rusty,816,M
1992,Tyesha,816,F
1992,Silas,817,M
1992,Ashlynn,817,F
1992,Camron,818,M
1992,China,818,F
1992,Eddy,819,M
1992,Deidra,819,F
1992,Forest,820,M
1992,Iliana,820,F
1992,Josef,821,M
1992,Noel,821,F
1992,Justice,822,M
1992,Adrianne,822,F
1992,Trae,823,M
1992,Berenice,823,F
1992,Bernardo,824,M
1992,Eboni,824,F
1992,Dionte,825,M
1992,Jodie,825,F
1992,Efren,826,M
1992,Lisette,826,F
1992,Cade,827,M
1992,Juana,827,F
1992,Gregorio,828,M
1992,Kaela,828,F
1992,Alonso,829,M
1992,Felisha,829,F
1992,Hugh,830,M
1992,Olga,830,F
1992,Spenser,831,M
1992,Bobbi,831,F
1992,Denzell,832,M
1992,Lynette,832,F
1992,Mickey,833,M
1992,Ava,833,F
1992,Titus,834,M
1992,Griselda,834,F
1992,Tobias,835,M
1992,Irma,835,F
1992,Aldo,836,M
1992,Kortney,836,F
1992,Kai,837,M
1992,Betsy,837,F
1992,Kolton,838,M
1992,Giselle,838,F
1992,Deonta,839,M
1992,Isabelle,839,F
1992,Fidel,840,M
1992,Bernadette,840,F
1992,Daron,841,M
1992,Marjorie,841,F
1992,Talon,842,M
1992,Asha,842,F
1992,Unknown,843,M
1992,Fallon,843,F
1992,Antony,844,M
1992,Kallie,844,F
1992,Ari,845,M
1992,Lourdes,845,F
1992,Asa,846,M
1992,Macey,846,F
1992,Davin,847,M
1992,Porsha,847,F
1992,Lincoln,848,M
1992,Santana,848,F
1992,Tyron,849,M
1992,Whitley,849,F
1992,Mikel,850,M
1992,Anais,850,F
1992,Otis,851,M
1992,Gabriel,851,F
1992,Anderson,852,M
1992,Alayna,852,F
1992,Davion,853,M
1992,Kimberley,853,F
1992,Dondre,854,M
1992,Anissa,854,F
1992,Kelby,855,M
1992,Ellie,855,F
1992,Codi,856,M
1992,Shanequa,856,F
1992,Hassan,857,M
1992,Aubree,857,F
1992,Robbie,858,M
1992,Lana,858,F
1992,Randal,859,M
1992,Chrystal,859,F
1992,Tayler,860,M
1992,Amie,860,F
1992,Tom,861,M
1992,Kristal,861,F
1992,Ulysses,862,M
1992,Symone,862,F
1992,Cale,863,M
1992,Tatyana,863,F
1992,Rasheed,864,M
1992,Alysa,864,F
1992,Stevie,865,M
1992,Ashli,865,F
1992,Galen,866,M
1992,Brittaney,866,F
1992,Jerald,867,M
1992,Elsa,867,F
1992,Morris,868,M
1992,Kimberlee,868,F
1992,Stacy,869,M
1992,Leandra,869,F
1992,Caden,870,M
1992,Princess,870,F
1992,Julien,871,M
1992,Shawnee,871,F
1992,Westley,872,M
1992,Joann,872,F
1992,Dario,873,M
1992,Lora,873,F
1992,Dequan,874,M
1992,Marquita,874,F
1992,Jess,875,M
1992,Brea,875,F
1992,Shelton,876,M
1992,Essence,876,F
1992,Timmy,877,M
1992,Britni,877,F
1992,Camden,878,M
1992,Cassondra,878,F
1992,Coby,879,M
1992,Chelsy,879,F
1992,Edmund,880,M
1992,Laci,880,F
1992,Rodrick,881,M
1992,Shante,881,F
1992,Alexandro,882,M
1992,Brittny,882,F
1992,Dakotah,883,M
1992,Doris,883,F
1992,Dusty,884,M
1992,Ivana,884,F
1992,Barrett,885,M
1992,Leeann,885,F
1992,Channing,886,M
1992,Pauline,886,F
1992,Claude,887,M
1992,Trista,887,F
1992,Keven,888,M
1992,Demetria,888,F
1992,Nikko,889,M
1992,Janel,889,F
1992,Niko,890,M
1992,Billie,890,F
1992,Augustus,891,M
1992,Daphne,891,F
1992,Garrison,892,M
1992,Ella,892,F
1992,Montel,893,M
1992,Joselyn,893,F
1992,Storm,894,M
1992,Regan,894,F
1992,Jacques,895,M
1992,Catalina,895,F
1992,Jody,896,M
1992,Dara,896,F
1992,Wallace,897,M
1992,Danyelle,897,F
1992,Bill,898,M
1992,Graciela,898,F
1992,Kevon,899,M
1992,Ivonne,899,F
1992,Deante,900,M
1992,Katerina,900,F
1992,Domonique,901,M
1992,Marlee,901,F
1992,Elisha,902,M
1992,Martina,902,F
1992,Broderick,903,M
1992,Myranda,903,F
1992,Derik,904,M
1992,Eunice,904,F
1992,Jonas,905,M
1992,Janell,905,F
1992,Luther,906,M
1992,Kailee,906,F
1992,Muhammad,907,M
1992,Monika,907,F
1992,Axel,908,M
1992,Jeannette,908,F
1992,Earnest,909,M
1992,Kassie,909,F
1992,Eliseo,910,M
1992,Madalyn,910,F
1992,Jevon,911,M
1992,Marian,911,F
1992,Ron,912,M
1992,Susanna,912,F
1992,Waylon,913,M
1992,Valencia,913,F
1992,Carlo,914,M
1992,Joelle,914,F
1992,Kenton,915,M
1992,Latrice,915,F
1992,Andreas,916,M
1992,Eliana,916,F
1992,Cordell,917,M
1992,Emerald,917,F
1992,Davonta,918,M
1992,Stefani,918,F
1992,Dereck,919,M
1992,Kalie,919,F
1992,Garrick,920,M
1992,Kandice,920,F
1992,Marques,921,M
1992,Magdalena,921,F
1992,Chaim,922,M
1992,Ayana,922,F
1992,Domingo,923,M
1992,Jamila,923,F
1992,Elvin,924,M
1992,Katheryn,924,F
1992,Isidro,925,M
1992,Mariam,925,F
1992,Jerod,926,M
1992,Rubi,926,F
1992,Justen,927,M
1992,Alexander,927,F
1992,Najee,928,M
1992,Jean,928,F
1992,Tariq,929,M
1992,Nataly,929,F
1992,Tavon,930,M
1992,Ayanna,930,F
1992,Dalvin,931,M
1992,Nakia,931,F
1992,Garett,932,M
1992,Breonna,932,F
1992,Justyn,933,M
1992,Darcy,933,F
1992,Marion,934,M
1992,Emilia,934,F
1992,Tyrel,935,M
1992,Geneva,935,F
1992,Tyshawn,936,M
1992,Jerica,936,F
1992,Brant,937,M
1992,Shaniece,937,F
1992,Dejuan,938,M
1992,Cecelia,938,F
1992,Kalen,939,M
1992,Chynna,939,F
1992,Montrell,940,M
1992,Danika,940,F
1992,Rocco,941,M
1992,Flor,941,F
1992,Stetson,942,M
1992,Kaylynn,942,F
1992,Britton,943,M
1992,Laken,943,F
1992,Darrel,944,M
1992,Salina,944,F
1992,Giancarlo,945,M
1992,Annmarie,945,F
1992,Jarrell,946,M
1992,Kandace,946,F
1992,Kwame,947,M
1992,Krystina,947,F
1992,Prince,948,M
1992,Nikole,948,F
1992,Laquan,949,M
1992,Scarlett,949,F
1992,Deshaun,950,M
1992,Carson,950,F
1992,Ira,951,M
1992,Danae,951,F
1992,Pete,952,M
1992,Georgina,952,F
1992,Remington,953,M
1992,Shanelle,953,F
1992,Teddy,954,M
1992,Kati,954,F
1992,Trace,955,M
1992,Kinsey,955,F
1992,Darwin,956,M
1992,Lizeth,956,F
1992,Jerel,957,M
1992,Mai,957,F
1992,Marty,958,M
1992,Aja,958,F
1992,Maximillian,959,M
1992,Chaya,959,F
1992,Roosevelt,960,M
1992,Janna,960,F
1992,Carey,961,M
1992,Kenia,961,F
1992,Juwan,962,M
1992,Anika,962,F
1992,Lazaro,963,M
1992,Cody,963,F
1992,Tyquan,964,M
1992,Destini,964,F
1992,Willis,965,M
1992,Jessenia,965,F
1992,Asher,966,M
1992,Jessi,966,F
1992,Cary,967,M
1992,Chandra,967,F
1992,Cedrick,968,M
1992,Delia,968,F
1992,Deron,969,M
1992,Gillian,969,F
1992,Donta,970,M
1992,Kelcie,970,F
